mibig_name,filename,accession,completeness,kingdom,mibig
BGC0000045,BGC0000045.fasta,JX971534.1,Unknown,fungi,Polyketide
BGC0000623,BGC0000623.fasta,AY007251.1,Unknown,bacteria,RiPP
BGC0000803,BGC0000803.fna,FJ428614.1,Unknown,bacteria,Saccharide
BGC0000778,BGC0000778.fna,EU296246.1,Unknown,bacteria,Saccharide
BGC0000422,saframycin.fasta,DQ838002.1,Unknown,bacteria,NRP
BGC0002592,BGC0002592.fasta,CH476605.1,Unknown,fungi,Polyketide
BGC0002050,MN734804.1.fasta,MN734804.1,complete,bacteria,NRP__Polyketide
BGC0002491,BGC0002491.fasta,JXXW01000072.1,Unknown,bacteria,NRP
BGC0001956,MH534948.1.fasta,MH534948.1,Unknown,bacteria,Polyketide
BGC0002307,MN956991.1.fasta,MN956991.1,Unknown,bacteria,RiPP
BGC0000782,BGC0000782.fna,AF064070.1,Unknown,bacteria,Saccharide
BGC0001470,BGC0001470_macrobrevin.fasta,LMPN02000017.1,complete,bacteria,Polyketide
BGC0001880,BGC0001880.fasta,MN265868.1,complete,bacteria,RiPP
BGC0000993,FK228.fasta,EF210776.1,complete,bacteria,NRP__Polyketide
BGC0001500,BGC0001500_allocyclinone.fasta,KT996129.1,Unknown,bacteria,Polyketide
BGC0002706,BGC0002706.fna,U24657.1,Unknown,bacteria,NRP
BGC0000278,BGC0000278.fasta,AF269227.1,Unknown,bacteria,Polyketide
BGC0000364,BGC0000364.fna,AM231618.1,Unknown,bacteria,NRP
BGC0001629,BGC0001629.fasta,MT505440.1,complete,bacteria,NRP
BGC0000247,BGC0000247.fasta,X89899.2,complete,bacteria,Polyketide__Saccharide
BGC0002407,BGC0002407.fasta,BLAG01000004.1,Unknown,bacteria,Other__Saccharide
BGC0001029,nostophycin.fasta,JF430079.1,complete,bacteria,NRP__Polyketide
BGC0002273,BGC0002273.fna,CH476597.1,Unknown,fungi,NRP
BGC0000535,nisin.fasta,HM219853.1,complete,bacteria,RiPP
BGC0002234,BGC0002234.fna,KK088422.1,Unknown,fungi,Polyketide
BGC0001729,BGC0001729.fna,LC127182.1,Unknown,fungi,Polyketide__Terpene
BGC0001351,Cahuitamycin_A.fasta,KU363800.1,Unknown,bacteria,NRP
BGC0002176,BGC0002176.fasta,CM000574.1,Unknown,fungi,Terpene
BGC0002287,BGC0002287.fasta,MK144293.1,Unknown,bacteria,NRP
BGC0001301,BGC0001301.fasta,LN871452.1,Unknown,bacteria,Polyketide
BGC0000796,BGC0000796.fna,HM011508.1,Unknown,bacteria,Saccharide
BGC0000560,subtilomycin.fasta,JX912247.1,complete,bacteria,RiPP
BGC0000513,erythreapeptin.fasta,AM420293.1,complete,bacteria,RiPP
BGC0002427,BGC0002427.fna,ADNJ02000014.1,Unknown,fungi,Polyketide__Terpene
BGC0000858,BGC0000858.fasta,EU523734.1,Unknown,bacteria,Other
BGC0000160,terreic_acid.fasta,CH476602.1,Unknown,fungi,Polyketide
BGC0002702,BGC0002702.fna,CP029618.1,Unknown,bacteria,NRP
BGC0000009,BGC0000009.fasta,AY510454.1,Unknown,fungi,Polyketide
BGC0000549,salivaricin_DN.fasta,JN564797.1,Unknown,bacteria,RiPP
BGC0002492,BGC0002492.fasta,CP000113.1,Unknown,bacteria,NRP
BGC0001350,BGC0001350.fasta,KT727016.1,Unknown,bacteria,Polyketide
BGC0000975,cryptophycin.fasta,EF159954.1,complete,bacteria,NRP__Polyketide
BGC0001626,BGC0001626_isoindolinone.fasta,KL659535.1,Unknown,fungi,Polyketide
BGC0000062,fumonisin.fasta,AF155773.5,Unknown,fungi,Polyketide
BGC0001123,aspirochlorine.fasta,AP007154.1,complete,fungi,NRP
BGC0001882,BGC0001882.fna,AM920431.1,Unknown,fungi,Polyketide
BGC0000702,BGC0000702.fasta,AB164642.1,Unknown,bacteria,Saccharide
BGC0000806,BGC0000806.fna,KJ125437.1,Unknown,bacteria,Saccharide
BGC0000415,BGC0000415.fasta,JN852959.1,Unknown,bacteria,NRP
BGC0000983,BGC0000983.fasta,DS027057.1,complete,fungi,NRP__Polyketide
BGC0000253,oviedomycin.fasta,AJ632203.2,complete,bacteria,Polyketide
BGC0000528,michiganin.fasta,AM711867.1,Unknown,bacteria,RiPP
BGC0001495,BGC0001495_actinoallolide_A.fasta,LC326402.1,Unknown,bacteria,Polyketide
BGC0000242,lysolipin.fasta,AM492533.1,Unknown,bacteria,Polyketide
BGC0001748,Pseudospumigin_A.fasta,MF668123.1,Unknown,bacteria,NRP__Polyketide
BGC0000241,BGC0000241.fasta,CP000667.1,complete,bacteria,Polyketide__Saccharide
BGC0001119,BGC0001119.fasta,HF563079.1,complete,bacteria,Polyketide
BGC0000154,BGC0000154.fna,EQ962655.1,complete,fungi,Polyketide
BGC0000230,griseorhodin.fasta,AF509565.1,complete,bacteria,Polyketide
BGC0001724,BGC0001724_oxaleimide_C.fasta,KB644411.1,Unknown,fungi,NRP__Polyketide
BGC0000345,eponemycin.fasta,KF647220.1,complete,bacteria,NRP__Polyketide
BGC0000479,prenylagaramide.fasta,HQ655154.1,complete,bacteria,RiPP
BGC0001167,piricyclamide.fasta,JQ951924.1,complete,bacteria,RiPP
BGC0002017,BGC0002017.fna,ANBB01000074.1,Unknown,bacteria,NRP
BGC0002045,BGC0002045.fna,VTZW01000009.1,complete,bacteria,Polyketide
BGC0000327,BGC0000327.fasta,AM238664.2,Unknown,bacteria,NRP
BGC0001115,thiomarinol.fasta,FN689524.1,Unknown,bacteria,NRP__Polyketide
BGC0002552,MK934297.1.fasta,MK934297.1,Unknown,bacteria,Polyketide
BGC0001661,BGC0001661_mayamycin_B.fasta,MG601230.1,Unknown,bacteria,Polyketide
BGC0002651,BGC0002651.fna,DF977497.1,Unknown,fungi,Terpene
BGC0002441,BGC0002441.fna,LC595634.1,Unknown,bacteria,NRP__Polyketide
BGC0001522,BGC0001522_auroramycin.fasta,MH101993.1,Unknown,bacteria,Polyketide
BGC0002369,BGC0002369.fna,MTBP01000002.1,Unknown,bacteria,Polyketide
BGC0001525,BGC0001525_bartoloside_3.fasta,KR059027.1,Unknown,bacteria,Other
BGC0000627,BGC0000627.fasta,EQ963480.1,Unknown,fungi,RiPP
BGC0000076,BGC0000076.fasta,EU520417.1,Unknown,fungi,Polyketide
BGC0002557,BGC0002557.fna,MK692947.1,Unknown,fungi,Terpene
BGC0001955,BGC0001955.fasta,MH428036.1,Unknown,bacteria,NRP
BGC0002675,BGC0002675.fna,CP045429.1,Unknown,bacteria,Polyketide
BGC0001166,BGC0001166.fasta,KC862269.1,incomplete,fungi,NRP
BGC0002207,BGC0002207.fna,NHYD01003033.1,Unknown,fungi,Other
BGC0002277,BGC0002277.fna,JQ681152.1,Unknown,fungi,NRP
BGC0001088,albicidin.fasta,AJ586576.1,Unknown,bacteria,NRP__Polyketide
BGC0000682,BGC0000682.fasta,CH476609.1,Unknown,fungi,Terpene
BGC0002242,BGC0002242.fna,JOMC01000058.1,Unknown,fungi,NRP
BGC0002034,BGC0002034.fna,SGBF01000041.1,Unknown,bacteria,Other
BGC0000519,labyrinthopeptin.fasta,FN178622.1,complete,bacteria,RiPP
BGC0002605,BGC0002605.fasta,MG701890.1,Unknown,fungi,NRP__Polyketide
BGC0002356,BGC0002356.fasta,LC208005.1,Unknown,bacteria,Other__Polyketide
BGC0002147,BGC0002147.fna,LIVV01000003.1,Unknown,bacteria,NRP
BGC0002210,BGC0002210.fna,BR001648.1,Unknown,fungi,NRP__Polyketide
BGC0000981,BGC0000981.fasta,GQ385961.1,Unknown,bacteria,NRP__Polyketide
BGC0002564,BGC0002564.fna,CP041745.1,Unknown,bacteria,NRP
BGC0000280,BGC0000280.fna,AF497760.1,incomplete,bacteria,Polyketide
BGC0001059,zwittermicin.fasta,FJ430564.1,Unknown,bacteria,NRP__Polyketide
BGC0001833,BGC0001833.fasta,MH790860.1,complete,bacteria,NRP
BGC0002380,BGC0002380.fasta,SRLN01000012.1,Unknown,bacteria,RiPP
BGC0001191,BGC0001191.fna,KP995196.1,Unknown,bacteria,Other
BGC0001052,tirandamycin.fasta,GU385216.1,complete,bacteria,NRP__Polyketide
BGC0002229,BGC0002229.fna,KV878982.1,Unknown,fungi,Polyketide
BGC0001217,BGC0001217.fna,KM365440.1,Unknown,bacteria,Other
BGC0000226,gilvocarcin.fasta,AY233211.2,Unknown,bacteria,Polyketide
BGC0000412,BGC0000412.fasta,AF074705.2,Unknown,bacteria,NRP
BGC0000776,BGC0000776.fna,AJ426044.2,Unknown,bacteria,Saccharide
BGC0001584,BGC0001584.fasta,KU597647.1,Unknown,bacteria,Polyketide
BGC0001456,BGC0001456.fna,LT989886.1,Unknown,bacteria,Terpene
BGC0001874,BGC0001874.fna,JN712211.1,complete,fungi,NRP__Polyketide
BGC0001101,BGC0001101.fasta,AF484556.1,complete,bacteria,NRP__Polyketide
BGC0000313,BGC0000313.fasta,EU886196.1,Unknown,fungi,NRP
BGC0002304,BGC0002304.fna,MK376933.1,Unknown,fungi,NRP__Polyketide
BGC0001722,BGC0001722_orsellinaldehydes.fasta,BN001306.1,Unknown,fungi,Polyketide
BGC0000503,cinnamycin.fasta,AJ536588.1,complete,bacteria,RiPP
BGC0002656,BGC0002656.fna,NZ_JQMQ01000004.1,Unknown,bacteria,Polyketide
BGC0002134,BGC0002134.fna,FN667741.1,complete,bacteria,Other
BGC0002584,BGC0002584.fasta,KT336319.1,Unknown,bacteria,RiPP
BGC0002453,BGC0002453.fna,MK599163.1,Unknown,bacteria,Polyketide
BGC0001037,BGC0001037.fasta,CM000176.1,complete,fungi,NRP__Polyketide
BGC0000021,apoptolidin.fasta,JF819834.1,Unknown,bacteria,Polyketide
BGC0001718,BGC0001718_okaramine_D.fasta,NW_017962980.1,Unknown,fungi,NRP
BGC0001062,TLN-05220.fasta,FJ915123.1,Unknown,bacteria,Polyketide
BGC0000190,A-74528.fasta,GU937384.1,Unknown,bacteria,Polyketide
BGC0001654,BGC0001654.fna,AE015928.1,Unknown,bacteria,Saccharide
BGC0000165,tiacumicin.fasta,HQ011923.1,complete,bacteria,Polyketide
BGC0002131,BGC0002131.fna,JAHBNG010000012.1,complete,bacteria,NRP__Polyketide__Saccharide
BGC0000637,BGC0000637.fna,AF159510.1,Unknown,bacteria,Terpene
BGC0001189,BGC0001189.fasta,CU633750.1,Unknown,bacteria,NRP
BGC0000740,BGC0000740.fna,AF332893.1,Unknown,bacteria,Saccharide
BGC0001025,myxovirescin.fasta,CP000113.1,complete,bacteria,NRP__Polyketide
BGC0002012,BGC0002012.fna,NZ_KE354310.1,Unknown,bacteria,Polyketide
BGC0000245,medermycin.fasta,AB103463.1,Unknown,bacteria,Polyketide
BGC0000135,reveromycin.fasta,AB568601.1,Unknown,bacteria,Polyketide
BGC0000301,BGC0000301.fasta,EF672686.1,Unknown,bacteria,NRP
BGC0000194,BGC0000194.fasta,AL645882.2,complete,bacteria,Polyketide
BGC0001003,alpha_lipomycin.fasta,DQ176871.1,complete,bacteria,NRP__Polyketide__Saccharide
BGC0002186,BGC0002186.fna,CM000575.1,Unknown,fungi,NRP__Polyketide
BGC0000971,cinnabaramide.fasta,FR687018.1,complete,bacteria,NRP__Polyketide
BGC0001488,BGC0001488.fna,CM001025.1,Unknown,bacteria,Other
BGC0000356,fumitremorgin.fasta,AB436628.1,complete,fungi,Alkaloid__NRP
BGC0002143,BGC0002143.fna,CP071044.1,Unknown,bacteria,Polyketide
BGC0000243,BGC0000243.fna,AF263011.1,Unknown,bacteria,Polyketide
BGC0000976,BGC0000976.fasta,HQ696500.1,complete,bacteria,NRP__Polyketide
BGC0000085,lankamycin.fasta,AB088224.2,Unknown,bacteria,Polyketide
BGC0000106,naphthomycin.fasta,GQ452266.1,Unknown,bacteria,Polyketide
BGC0002501,BGC0002501.fasta,MT489695.1,Unknown,fungi,Alkaloid
BGC0000239,landomycin.fasta,AF080235.1,incomplete,bacteria,Polyketide__Saccharide
BGC0000270,BGC0000270.fasta,AF322256.1,Unknown,bacteria,Polyketide
BGC0002467,BGC0002467.fna,NZ_KE386603.1,Unknown,bacteria,NRP
BGC0000476,BGC0000476.fasta,DQ869558.1,incomplete,bacteria,RiPP
BGC0001842,BGC0001842.fasta,CP000094.2,complete,bacteria,NRP
BGC0002662,BGC0002662.fna,QQAU01000001.1,Unknown,bacteria,NRP
BGC0000075,hygrocin.fasta,JX504844.1,Unknown,bacteria,Polyketide
BGC0001061,polyketomycin.fasta,FJ483966.1,complete,bacteria,Polyketide__Saccharide
BGC0002100,BGC0002100.fna,KZ819182.1,complete,bacteria,NRP__Other
BGC0000674,BGC0000674.fna,DS570637.1,Unknown,bacteria,Terpene
BGC0000341,enduracidin.fasta,DQ403252.1,Unknown,bacteria,NRP
BGC0001008,BGC0001008.fna,AY271660.2,complete,bacteria,Polyketide
BGC0000423,scabichelin.fasta,FN554889.1,Unknown,bacteria,NRP
BGC0001549,BGC0001549_citrulassin_B.fasta,NZ_AOPZ01000017.1,Unknown,bacteria,RiPP
BGC0000538,nisin_Z.fasta,Z18947.1,Unknown,bacteria,RiPP
BGC0000204,benastatin.fasta,AM501485.1,complete,bacteria,Polyketide
BGC0000781,BGC0000781.fna,AF035937.1,Unknown,bacteria,Saccharide
BGC0000182,BGC0000182.fasta,AF318063.3,complete,bacteria,Polyketide
BGC0000159,tautomycin.fasta,EF990140.1,complete,bacteria,Polyketide
BGC0001170,BGC0001170.fasta,DS981518.1,complete,bacteria,RiPP
BGC0000840,BGC0000840.fasta,AY010120.2,Unknown,bacteria,Other
BGC0001448,BGC0001448_Malacidin_B.fasta,KY654519.1,complete,bacteria,NRP
BGC0002232,BGC0002232.fna,CAGA01000020.1,Unknown,fungi,Alkaloid
BGC0002133,BGC0002133.fasta,NZ_AZUO01000002.1,Unknown,bacteria,RiPP
BGC0000397,AY167420.1.fasta,AY167420.1,Unknown,bacteria,NRP
BGC0002020,BGC0002020.fna,BX470251.1,Unknown,bacteria,NRP__Saccharide
BGC0001066,kendomycin.fasta,AM992894.1,complete,bacteria,Polyketide
BGC0001076,Liposidomycin.fasta,GU219978.1,complete,bacteria,Other
BGC0000281,BGC0000281.fna,DQ083928.1,Unknown,bacteria,Polyketide
BGC0001659,BGC0001659.fna,KU376508.1,Unknown,fungi,Terpene
BGC0000010,BGC0000010.fasta,AY510455.1,Unknown,fungi,Polyketide
BGC0001769,BGC0001769_saquayamycin.fasta,KX356541.1,Unknown,bacteria,Polyketide
BGC0002208,BGC0002208.fna,JOMC01000153.1,Unknown,fungi,NRP
BGC0000177,migrastatin.fasta,GQ274953.1,complete,bacteria,Polyketide
BGC0000902,BGC0000902.fna,AM420293.1,Unknown,bacteria,Polyketide
BGC0001095,BGC0001095.fasta,CP000560.1,complete,bacteria,NRP
BGC0002139,BGC0002139.fna,SPNV01000211.1,complete,fungi,Polyketide
BGC0001018,micropeptin.fasta,AB481215.1,Unknown,bacteria,NRP
BGC0000966,caerulomycin_A.fasta,JF419316.2,Unknown,bacteria,NRP__Polyketide
BGC0001565,BGC0001565.fasta,MF716954.1,Unknown,fungi,NRP
BGC0002527,BGC0002527.fna,CP005094.1,Unknown,bacteria,Other
BGC0000436,syringolin.fasta,AJVM01000074.1,Unknown,bacteria,NRP
BGC0000531,mutacin_I.fasta,AF238860.1,Unknown,bacteria,RiPP
BGC0002205,BGC0002205.fna,CH445325.1,Unknown,fungi,NRP__Polyketide
BGC0000084,laidlomycin.fasta,JQ793783.1,Unknown,bacteria,Polyketide
BGC0001859,Fosfomycin_Pseudomonas.FASTA,JX102649.1,complete,bacteria,Other
BGC0002239,BGC0002239.fna,MW690134.1,Unknown,fungi,NRP__Polyketide
BGC0001329,BGC0001329_Rakicidin_D.fasta,KL569388.1,incomplete,bacteria,NRP__Polyketide
BGC0000683,BGC0000683.fna,BA000030.3,Unknown,bacteria,Terpene
BGC0001692,BGC0001692_nematophin.fasta,NC_014228.1,Unknown,bacteria,NRP
BGC0001918,LC375135.1.fasta,LC375135.1,Unknown,bacteria,NRP__Polyketide
BGC0000442,BGC0000442.fna,BN001305.1,complete,fungi,NRP
BGC0001085,BGC0001085.fasta,AB937114.1,Unknown,bacteria,NRP__Terpene
BGC0001848,BGC0001848.fna,CP030865.1,complete,bacteria,Other
BGC0000053,BGC0000053.fasta,GP697151.1,Unknown,bacteria,Polyketide
BGC0001778,BGC0001778_showdomycin.fasta,LAQS01000018.1,Unknown,bacteria,Other
BGC0001595,BGC0001595.fna,KY026489.1,Unknown,bacteria,Alkaloid
BGC0001336,erdasporine.fasta,KF551865.1,complete,bacteria,Alkaloid
BGC0001248,BGC0001248.fna,EU665687.1,Unknown,fungi,Terpene
BGC0002354,BGC0002354.fasta,CP007155.1,Unknown,bacteria,RiPP
BGC0001780,BGC0001780_siphonazole.fasta,KX765816.1,Unknown,bacteria,NRP
BGC0001312,BGC0001312.fasta,AM181176.4,Unknown,bacteria,NRP
BGC0002558,LC495479.1.fasta,LC495479.1,Unknown,bacteria,Polyketide
BGC0001665,BGC0001665_methylated_acyl_phloroglucinol.fasta,CP000854.1,Unknown,bacteria,Polyketide
BGC0002715,BGC0002715.fna,CP024901.1,Unknown,bacteria,NRP__Polyketide
BGC0002088,BGC0002088.fna,CP058905.1,complete,bacteria,Polyketide__Saccharide
BGC0000013,alternariol.fasta,BN001304.1,Unknown,fungi,Polyketide
BGC0001953,BGC0001953.fasta,MH325200.1,Unknown,bacteria,NRP
BGC0000292,acetylaranotin.fasta,CH476597.1,Unknown,fungi,NRP
BGC0001496,BGC0001496_actinokineosin.fasta,AYXG01000139.1,Unknown,bacteria,RiPP
BGC0000357,fungisporin.fasta,AM920431.1,complete,fungi,NRP
BGC0000591,marinostatin.fasta,AB011418.1,Unknown,bacteria,RiPP
BGC0002749,BGC0002749.fna,KZ559173.1,Unknown,fungi,NRP__Polyketide
BGC0000973,collismycin_A.fasta,HE575208.1,complete,bacteria,NRP__Polyketide
BGC0001823,BGC0001823_weishanmycin.fasta,MF925482.1,Unknown,bacteria,NRP__Polyketide
BGC0002736,BGC0002736.fna,CH476597.1,Unknown,fungi,Terpene
BGC0000788,BGC0000788.fna,AY730594.1,Unknown,bacteria,Saccharide
BGC0001165,curacin.fasta,AY652953.1,complete,bacteria,NRP__Polyketide
BGC0000995,FR901464.fasta,HM047288.1,Unknown,bacteria,NRP__Polyketide
BGC0000012,alternapyrone.fasta,AB120221.1,Unknown,fungi,Polyketide
BGC0000184,sorangicin.fasta,HM584908.1,complete,bacteria,Polyketide
BGC0001106,oxazolomycin.fasta,EF552687.1,Unknown,bacteria,NRP__Polyketide
BGC0001835,BGC0001835.fna,BK010667.1,Unknown,bacteria,Polyketide
BGC0000208,BGC0000208.fna,KC870000.2,complete,bacteria,Polyketide
BGC0000634,BGC0000634.fna,AB181388.1,Unknown,bacteria,Terpene
BGC0001785,streptovaricin.fasta,KY593296.1,Unknown,bacteria,Polyketide
BGC0000115,nystatin.fasta,AF263912.1,complete,bacteria,Polyketide__Saccharide
BGC0001242,BGC0001242.fasta,HE613440.1,Unknown,fungi,Polyketide
BGC0000130,pyrrolomycin.fasta,EF140901.1,Unknown,bacteria,Polyketide
BGC0000414,AB819321.1.fasta,AB819321.1,Unknown,bacteria,NRP
BGC0001824,BGC0001824_xefoampeptides_A_G.fasta,MUBK01000010.1,Unknown,bacteria,NRP
BGC0001048,tallysomycin.fasta,EF032505.1,complete,bacteria,NRP__Polyketide__Saccharide
BGC0000043,BGC0000043.fasta,GQ412749.1,Unknown,bacteria,Polyketide
BGC0001768,BGC0001768_sansalvamide.fasta,NW_003315863.1,Unknown,fungi,NRP
BGC0002588,MN161664.1.fasta,MN161664.1,Unknown,bacteria,Other
BGC0001989,BGC0001989.fna,NC_006039.1,Unknown,fungi,Other
BGC0001258,BGC0001258.fasta,AF549411.1,Unknown,fungi,Polyketide
BGC0000188,BGC0000188.fna,DQ787200.1,complete,bacteria,Alkaloid
BGC0001339,BGC0001339.fasta,KU946987.1,complete,fungi,Polyketide
BGC0000548,salivaricin_A.fasta,AY005472.1,Unknown,bacteria,RiPP
BGC0001111,rhizopodin.fasta,FR854394.1,complete,bacteria,NRP__Polyketide
BGC0001453,Desferrioxamine.fasta,LT989883.1,Unknown,bacteria,Other
BGC0002262,BGC0002262.fna,MT889334.1,Unknown,fungi,Polyketide
BGC0002087,BGC0002087.fna,NZ_UZVS01000001.1,complete,bacteria,NRP__Polyketide
BGC0002220,BGC0002220.fna,JH687542.1,Unknown,fungi,Terpene
BGC0000377,koranimine.fasta,JF828091.1,Unknown,bacteria,NRP
BGC0000604,GE2270.fasta,FJ461359.1,complete,bacteria,RiPP
BGC0000575,lariatin.fasta,AB593691.1,Unknown,bacteria,RiPP
BGC0002408,BGC0002408.fasta,WXXL01000019.1,Unknown,bacteria,NRP
BGC0000322,BGC0000322.fasta,AJ223999.1,Unknown,bacteria,NRP
BGC0002274,BGC0002274.fna,CH476596.1,Unknown,fungi,NRP
BGC0002102,MN974405.1.fasta,MN974405.1,Unknown,bacteria,Polyketide
BGC0001869,BGC0001869.fna,NIBV01000002.1,complete,bacteria,NRP__Other
BGC0002471,BGC0002471.fna,CU459141.1,Unknown,bacteria,Other
BGC0000110,neoaureothin.fasta,AM778535.1,complete,bacteria,Polyketide
BGC0000746,BGC0000746.fasta,AF363057.1,Unknown,bacteria,Saccharide
BGC0000839,BGC0000839.fasta,CP001699.1,complete,bacteria,Other
BGC0000593,BGC0000593.fasta,AM943878.1,complete,bacteria,RiPP
BGC0000856,BGC0000856.fasta,EU315062.1,Unknown,bacteria,Other
BGC0001757,BGC0001757.fasta,FN667742.1,Unknown,bacteria,Other
BGC0002608,BGC0002608.fasta,MG701897.1,Unknown,fungi,NRP__Polyketide
BGC0001717,BGC0001717_okaramine_B.fasta,LC316945.1,Unknown,fungi,NRP
BGC0001577,BGC0001577.fasta,KY115609.1,Unknown,bacteria,RiPP
BGC0002528,BGC0002528.fna,CP005094.1,Unknown,bacteria,NRP
BGC0001806,BGC0001806_tolaasin.fasta,KX432141.1,Unknown,bacteria,NRP
BGC0000454,AM168450.2.fasta,AM168450.2,Unknown,bacteria,NRP
BGC0001137,BGC0001137.fna,KC541560.1,complete,bacteria,Alkaloid
BGC0002439,MK685983.1.fasta,MK685983.1,Unknown,bacteria,Other
BGC0001990,BGC0001990.fna,NC_007198.1,Unknown,fungi,Other
BGC0000362,BGC0000362.fasta,AF143772.2,Unknown,bacteria,NRP
BGC0001685,BGC0001685.fna,AGDM01000017.1,Unknown,bacteria,Other
BGC0000461,BGC0000461.fasta,JN596952.1,Unknown,bacteria,NRP
BGC0001843,BGC0001843.fna,CP034141.1,Unknown,bacteria,NRP
BGC0000961,bactobolin.fasta,CP000085.1,Unknown,bacteria,NRP__Polyketide
BGC0000912,BGC0000912.fasta,AP009493.1,Unknown,bacteria,Other
BGC0000525,lichenicidin.fasta,GU949560.1,Unknown,bacteria,RiPP
BGC0000017,anatoxin.fasta,FJ477836.1,complete,bacteria,Alkaloid__Polyketide
BGC0001402,BGC0001402.fasta,CVMT01000002.1,Unknown,fungi,NRP
BGC0000146,solanapyrone.fasta,AB514562.1,Unknown,fungi,Polyketide
BGC0001481,BGC0001481.fna,HF679032.1,Unknown,fungi,Terpene
BGC0002571,BGC0002571.fna,NC_004578.1,Unknown,bacteria,NRP
BGC0002317,BGC0002317.fasta,LIME01000008.1,Unknown,bacteria,RiPP
BGC0000174,BGC0000174.fasta,DQ889941.1,Unknown,bacteria,Polyketide
BGC0000175,cycloheximide.fasta,JX014302.1,complete,bacteria,Polyketide
BGC0000445,BGC0000445.fasta,AM113472.1,complete,bacteria,NRP
BGC0000743,BGC0000743.fasta,AF332902.1,Unknown,bacteria,Saccharide
BGC0000826,BGC0000826.fasta,CM000914.1,Unknown,bacteria,Alkaloid
BGC0000727,BGC0000727.fna,FJ479754.1,Unknown,bacteria,Saccharide
BGC0001188,legonaridin.fasta,NZ_KN708638.1,Unknown,bacteria,RiPP
BGC0000132,BGC0000132.fasta,EF140903.1,Unknown,bacteria,Polyketide
BGC0002019,BGC0002019.fna,BK010469.1,Unknown,bacteria,Terpene
BGC0001458,BGC0001458_salinipostin.fasta,NC_009380.1,Unknown,bacteria,Other
BGC0000648,BGC0000648.fna,Z21955.2,Unknown,bacteria,Terpene
BGC0002158,BGC0002158.fna,CM001233.1,Unknown,fungi,NRP__Polyketide
BGC0001181,BGC0001181.fna,AL645882.2,Unknown,bacteria,Terpene
BGC0001996,BGC0001996.fna,NC_036442.1,Unknown,fungi,Other
BGC0002078,BGC0002078.fna,MN161665.1,complete,bacteria,NRP
BGC0002135,BGC0002135.fna,NC_013892.1,complete,bacteria,NRP
BGC0002547,MN844187.1.fasta,MN844187.1,Unknown,bacteria,Polyketide
BGC0000035,chalcomycin.fasta,AY509120.1,Unknown,bacteria,Polyketide
BGC0000666,BGC0000666.fna,JQ812811.1,complete,bacteria,Terpene
BGC0001364,BGC0001364.fasta,NZ_KB907211.1,Unknown,bacteria,RiPP
BGC0002311,BGC0002311.fasta,CP025935.1,Unknown,bacteria,RiPP
BGC0001174,BGC0001174.fasta,CP004085.1,complete,bacteria,RiPP
BGC0000382,BGC0000382.fna,KJ872771.1,Unknown,bacteria,NRP
BGC0000929,BGC0000929.fna,EF587764.1,Unknown,bacteria,Other
BGC0000455,BGC0000455.fasta,HQ679900.1,Unknown,bacteria,NRP
BGC0000662,BGC0000662.fasta,AP009493.1,Unknown,bacteria,Terpene
BGC0001507,BGC0001507_anantin_C.fasta,JJOH01000097.1,Unknown,bacteria,RiPP
BGC0000632,BGC0000632.fasta,KV411304.1,Unknown,bacteria,Saccharide__Terpene
BGC0001125,puwainaphycin.fasta,KM078884.1,Unknown,bacteria,NRP__Polyketide
BGC0001662,BGC0001662_mediomycin_A.fasta,MF139773.1,Unknown,bacteria,Polyketide
BGC0002216,BGC0002216.fna,ABDF02000086.1,Unknown,fungi,Terpene
BGC0002639,BGC0002639.fna,AEKI01000023.1,Unknown,bacteria,NRP
BGC0002217,BGC0002217.fna,FQ790293.1,Unknown,fungi,Terpene
BGC0002541,MN586816.1.fasta,MN586816.1,Unknown,bacteria,Other
BGC0002648,BGC0002648.fna,JALBYT010000001.1,Unknown,bacteria,Polyketide
BGC0001633,BGC0001633.fna,AORZ01000018.1,Unknown,bacteria,Other
BGC0001296,BGC0001296.fasta,LC061217.1,Unknown,bacteria,Polyketide
BGC0002515,BGC0002515.fasta,RYYQ01000008.1,Unknown,fungi,Polyketide
BGC0000258,BGC0000258.fasta,AJ833001.1,Unknown,bacteria,Polyketide
BGC0000729,BGC0000729.fna,AB289646.1,Unknown,bacteria,Saccharide
BGC0002177,BGC0002177.fna,JHTR01000008.1,Unknown,fungi,Polyketide
BGC0001257,BGC0001257.fasta,AF151533.1,Unknown,fungi,Polyketide
BGC0002419,BGC0002419.fasta,CP000512.1,Unknown,bacteria,NRP__Polyketide
BGC0000073,halstoctacosanolide.fasta,AB241068.1,Unknown,bacteria,Polyketide
BGC0001380,BGC0001380.fna,KT780309.1,Unknown,bacteria,Saccharide
BGC0002096,BGC0002096.fna,SKBR01000004.1,Unknown,bacteria,Polyketide
BGC0000708,lividomycin.fasta,AJ748832.1,Unknown,bacteria,Saccharide
BGC0002048,BGC0002048.fna,FR687359.1,Unknown,bacteria,NRP
BGC0000917,BGC0000917.fna,AF128444.1,Unknown,bacteria,Other
BGC0001992,BGC0001992.fna,NC_013971.1,Unknown,bacteria,Other
BGC0000939,BGC0000939.fasta,AB199785.1,Unknown,bacteria,Other
BGC0002436,KY313601.1.fasta,KY313601.1,Unknown,bacteria,Other
BGC0002437,BGC0002437.fasta,LSVF01000006.1,Unknown,bacteria,NRP
